number,value,state,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_samples,params_min_child_weight,params_min_split_gain,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,params_subsample_freq,user_attrs_auc_gap_penalty,user_attrs_train_auc,user_attrs_validation_auc,user_attrs_validation_log_loss
115,0.5795666791991589,PRUNED,0.7679220969345523,0.03420067068183784,7,982,0.15136836470045717,0.22527701087480362,1010,53,6.766976962545524e-08,14.056086601772368,0.5535669544023498,5,,,,
116,0.5721537502077648,PRUNED,0.8303750076688995,0.04941757933702101,7,743,0.15342013757723708,0.09420551822950499,2163,50,1.1482388859770221e-05,0.02134933349186146,0.5850642898689923,4,,,,
117,0.5714425908589175,PRUNED,0.7843983472762751,0.05446553343159839,8,783,0.478977397855901,0.10995957540561757,464,47,2.39789408426235e-07,26.62106617691192,0.66344652098663,4,,,,
118,0.5716374706820794,PRUNED,0.8562917154030754,0.06491389737675343,7,514,0.025449036752120145,0.19328106690181746,484,42,3.163856873418173e-07,0.007963048894919684,0.6139191328772216,3,,,,
119,0.5722669731404518,PRUNED,0.6447134724088576,0.03867490527775146,6,653,0.0033037781921334765,0.18097137722128154,469,58,4.4900178810233206e-08,2.8094638540141763,0.572685490161456,6,,,,
120,0.5805433441981203,PRUNED,0.8388320452119431,0.04932947097486649,9,855,0.018345643692207238,0.5716829795401135,990,62,0.05252493196490002,0.039993295592245126,0.5279914748548619,3,,,,
121,0.5724536702271987,PRUNED,0.8572301788982569,0.03621072754919229,5,716,0.11619392894816778,0.278530892071235,1302,53,1.2600824984606308e-05,0.009100031124098453,0.5444644125816354,2,,,,
122,0.572383463485249,PRUNED,0.8897625126340417,0.07726835024962403,6,857,0.021232101736437567,0.20734966885489592,1380,31,1.2963752329636316e-06,0.0008432476667202438,0.5605400318673224,1,,,,
123,0.5736438915138182,PRUNED,0.7236419810684585,0.062208366565604155,7,927,0.0122046625814524,0.3397994924209195,1422,47,0.02890959402238771,0.0010295179078442585,0.5052360114410607,4,,,,
124,0.5719327310877215,PRUNED,0.6175516661115168,0.06848157223733377,7,883,0.00020942881343687886,0.3168283525721172,1320,37,1.7666402871889857,0.0004504300452520964,0.6608622439729984,3,,,,
125,0.5715858011855179,COMPLETE,0.8190986223559331,0.025168685458068458,8,985,0.0010168967461815712,0.29432989150043154,2082,29,0.009537585083875172,0.05094218321652021,0.5616291636845506,5,0.008177999414409576,0.6206537976719754,0.5797638005999275,0.6818865913436808
126,0.5719007574871133,PRUNED,0.6072376354088604,0.07411825127205608,5,958,0.024333920856308013,0.174429445042527,1360,40,9.071810456383522e-07,21.605613260171324,0.6340841097276283,5,,,,
127,0.5750549426710502,COMPLETE,0.7702273135192889,0.07161667639250698,6,873,0.04974593486993096,0.15347353779768302,1666,52,1.8592141847602639e-06,0.00012205820920528985,0.5390927636452362,3,0.008245625155779401,0.6245286936057266,0.5833005678268296,0.6813653003464181
128,0.5804046146415082,PRUNED,0.8295382933087462,0.05473150588995687,9,952,0.0011583887626687986,0.4267255741986885,660,59,0.48943986020473107,0.1086348086961742,0.5188718670426627,6,,,,
129,0.5714998063597472,PRUNED,0.48731029634112444,0.040177528297631306,6,758,0.00038894816391055794,0.5070486601685925,1302,43,0.0027678014037896257,0.00016081864799161402,0.5048315613699375,1,,,,
130,0.5712891645511357,PRUNED,0.6549098034538229,0.061873481862906664,5,799,0.016274713934617317,0.31618202853264493,1359,47,4.293196262084097e-06,0.0016679850588262805,0.6084484664942674,3,,,,
131,0.5707857273756571,PRUNED,0.683558364828554,0.034764697484570034,6,888,0.0007424806046810848,0.4796205163201182,753,43,0.8906716843110437,0.00018730583104628514,0.5977917745818737,5,,,,
132,0.5722515452728361,PRUNED,0.6003043358885547,0.0560659916407358,5,556,0.0001080713563850141,0.2561873291393443,876,50,0.02918327149471446,0.0003479712009881816,0.5141666978203024,6,,,,
133,0.570354550653475,COMPLETE,0.6634332049520199,0.07511404123933897,7,869,0.006766240213589459,0.09643108295946429,432,31,3.71463490093371e-07,20.331979440129167,0.5646762733545534,5,0.009376761331553053,0.6266151186427933,0.579731311985028,0.681654175690494
134,0.5718986379404877,COMPLETE,0.7771489344961372,0.07151747963526002,6,963,0.09423290464659483,0.11172113302743725,1148,50,1.1137449336810714e-05,0.0005528724180998715,0.5435673688597591,2,0.0073335709084852985,0.6159000633913995,0.579232208848973,0.6820779167358294
135,0.5705924954646899,PRUNED,0.7263240548599502,0.07380399982473776,5,879,0.14595727429565944,0.12917251572523247,1456,62,9.361693621310408e-05,0.0006253050218216279,0.6072793772927747,2,,,,
136,0.5703449961004147,PRUNED,0.8177986036904505,0.05382806086545829,5,664,0.026092404331434515,0.006296159235084309,1617,48,4.971925926835083e-08,0.00020602409876501496,0.5772572813249546,3,,,,
137,0.5736133307653981,PRUNED,0.9342065721701294,0.06362573580197503,9,791,0.002981960247316805,0.08086442369055744,1764,58,0.051186623992372386,0.017439207665714287,0.5772327128876575,7,,,,
138,0.5794502438099479,PRUNED,0.782319271322974,0.041292317938594836,7,988,0.39238780662628003,0.2292686681226147,2417,62,5.513850413999657e-08,0.000154464081773274,0.5118885325255006,4,,,,
139,0.5729689738331956,PRUNED,0.8223707373853084,0.07389379247018711,7,901,0.16385980248831467,0.00976416990836149,682,48,2.690349371007826e-07,1.2696187046959915,0.5709990779250675,2,,,,
140,0.572849642557052,COMPLETE,0.7630305290329944,0.07639705577565974,9,975,0.0005281794280837977,0.3057709431471866,1091,28,0.03267504423008469,0.003478680187586249,0.5192884867421431,6,0.007150224856011822,0.6157509916931229,0.5799998674130638,0.6817700341279556
141,0.5734146894077541,PRUNED,0.7404594833419275,0.03654012849012066,9,943,0.0014135484812805685,0.5237940518100516,954,30,0.013513064956131355,0.03346414627651008,0.6374577954906595,6,,,,
142,0.5799034727739153,PRUNED,0.78287669684118,0.05221048465413142,9,903,0.008987751511771745,0.47409124379327283,1059,34,0.0573221574091834,0.00035944675771126095,0.5547086293919161,6,,,,
143,0.5712064835132987,COMPLETE,0.7210452002931056,0.07377323833650279,9,953,0.004659102350367801,0.34346741752091386,1558,52,0.1711237541222084,0.00028459014296292024,0.5133175678761426,2,0.008268769282181542,0.620819099206388,0.5794752527954803,0.6819723921643803
144,0.5711146030721321,COMPLETE,0.7967828233486065,0.03881282540955798,9,781,0.000489967429942424,0.3588602566670172,1871,37,0.04300416741126613,0.003949027396795419,0.526982404161111,6,0.008540902144797325,0.6223600159409161,0.5796555052169294,0.6816234503420985
145,0.5725447031698159,PRUNED,0.5729038785942713,0.035499928805780456,6,805,0.001092272716121603,0.23392273719835704,901,30,0.000948586595205389,0.00010691674131143654,0.5230897887986906,3,,,,
146,0.5725504708624973,PRUNED,0.8288897896758571,0.024517029639549503,9,972,0.00011842749695006969,0.06364797965199637,1314,52,0.005191600021305005,0.0046868077504462384,0.5716909312338955,5,,,,
147,0.572244543110779,PRUNED,0.867361039845456,0.055245196335918394,9,819,0.00018915335324330937,0.3427540670758041,491,24,5.409448034246651e-05,0.001902820135500455,0.5142848106175574,7,,,,
148,0.5801795252068327,PRUNED,0.8087698225912525,0.06601008034808595,6,984,0.010649604182617105,0.13610119611046007,1617,45,4.209061912953099e-05,0.0002561553565727647,0.5145194581818642,2,,,,
149,0.572210248211998,COMPLETE,0.7817124875844205,0.06501537705634446,7,989,0.016390744087756138,0.18542227017733942,832,39,2.9933729485307873e-05,0.0013708240904097674,0.5212556346476894,4,0.008093769245474626,0.6207728636848457,0.5803040174574726,0.6816861563330185
150,0.5716644055227789,PRUNED,0.7712902124494406,0.01274836608758694,7,952,0.00040332545107242746,0.003025408672526486,1595,33,1.1634535945397564,0.0026489488742014707,0.6139620839399123,1,,,,
151,0.5711668436038374,PRUNED,0.6666357391451294,0.03612162153839401,8,939,0.0012005183025587095,0.2326152047019596,1007,25,0.1252696941542336,0.0011128141018285737,0.5177587830268501,6,,,,
152,0.5800385518235847,PRUNED,0.7169706536281806,0.03608124751805505,6,889,0.0162784920692203,0.1665891565058658,612,43,2.856669377266451e-06,0.001456262202430934,0.5379383138636016,3,,,,
153,0.5727266034934726,COMPLETE,0.8176572551202498,0.07126197830345088,9,919,0.0005557353342125107,0.28674324993281924,562,53,0.0013340947349838861,0.6325268945531816,0.5607978968111831,3,0.00749396391751136,0.6176903869985407,0.5802205674109839,0.6817787590396128
154,0.57145517270534,COMPLETE,0.6739351282691446,0.0710896157304351,7,862,0.2664731670619571,0.3111951058039112,875,46,1.7083396528226252e-05,0.0007545352055479135,0.5087112008253134,2,0.00941902208384251,0.627969305208395,0.5808741947891825,0.6817120142852837
155,0.5679649420673767,COMPLETE,0.8576710686137681,0.04579341677419524,9,630,0.0004159643225527323,0.30697460942791377,515,42,0.004022507208033761,0.29840717223027596,0.5041809667067202,3,0.010843702885519946,0.6330271593804964,0.5788086449528966,0.681589751333335
156,0.5724789707751567,PRUNED,0.7521073674333443,0.04689903284302783,8,993,0.001011886972146081,0.07998702295231908,560,51,7.26810447142358e-05,3.10037137221682,0.6078612893937692,3,,,,
157,0.5730673335704217,PRUNED,0.8302648008627315,0.06836687713221122,6,983,0.00012827273422196813,0.7413191168195796,763,31,0.0019962913700686544,0.006881076500614241,0.5497095926896273,2,,,,
158,0.572514651869307,PRUNED,0.7446510307741377,0.051489790938952555,9,953,0.00019115785174361353,0.3009829227300249,1738,14,0.0021938568516535434,0.00011529846976102817,0.6074045502261242,6,,,,
159,0.5703486108388651,COMPLETE,0.8111008031862291,0.0746504170438935,7,945,0.002031810469200463,0.35992269618315464,655,41,0.006476341721361077,0.06986931874465954,0.6326278781405188,4,0.009704013119473331,0.6285726895557051,0.5800526239583385,0.6817551635441392
160,0.5725865828693846,PRUNED,0.8377793115141012,0.0680261393780569,9,958,0.0008252540364991696,0.409456823595421,987,61,2.4275128729300278e-05,1.3925061528732865,0.6056749733808743,4,,,,
161,0.5729778199542278,PRUNED,0.7493202685823185,0.04835335168156021,8,799,0.049270046069904726,0.11019075812507689,1614,37,1.146390052409973e-08,14.803049598979833,0.5868333858909692,5,,,,
162,0.5716081051790277,PRUNED,0.7675642243417315,0.03527084255968317,7,910,1.0724831329736895,0.05648843661285205,1249,59,6.572799331249852e-07,0.0003862320206096343,0.5454329844804658,1,,,,
163,0.572513115765588,PRUNED,0.742429635344333,0.07215732052254631,8,992,0.00018200407263558972,0.4612588959384065,1240,17,0.24560331683394218,0.0018480372248440783,0.5747814494794473,6,,,,
164,0.5729451742454054,PRUNED,0.6026056102250041,0.06652003470583435,7,743,0.00011858433928602019,0.03780030431216769,848,42,0.0019135291966467954,0.004228568367299055,0.5077015041382987,2,,,,
165,0.570948888999856,COMPLETE,0.6248430029768153,0.07590266842887668,6,933,0.00012123262150541847,0.5273051546606867,839,28,0.03431633577828189,0.7318274124852886,0.5256167664553482,2,0.008652604964915623,0.6228645187893497,0.5796014939647716,0.6818846608980902
166,0.5730051241545572,PRUNED,0.7889701763954574,0.07167851822902603,8,805,0.018817716246193623,0.2425234175985133,487,49,1.1173494237317412e-08,21.375643928762084,0.5197045122945791,6,,,,
167,0.5711937561175189,PRUNED,0.8808137245044527,0.0697328060117198,8,879,0.01948136712556307,0.06869772703966823,856,32,1.4696226890024366e-06,0.009994532239958047,0.6267577402004666,4,,,,
168,0.5803837202925588,PRUNED,0.7792056484485261,0.030472490928023083,8,800,0.00028364924921751004,0.3945112953543438,2125,31,0.2529618669505813,0.00035635170412251396,0.5295767183036413,3,,,,
169,0.5726673305669244,PRUNED,0.7442478935969863,0.07964550715079115,5,836,0.00013468352383438136,0.4493181737282549,1668,39,0.0033244587203838773,0.023186133714361554,0.512577269866528,4,,,,
170,0.572535355529953,PRUNED,0.8478821084333736,0.0542708321465369,9,901,0.00047840131815848257,0.07874816534954013,1642,36,0.033231895074845495,0.01458220263869531,0.6302852362596608,4,,,,
171,0.5726124096311944,PRUNED,0.6331622281425586,0.07530262402177106,8,991,0.06316763567709614,0.08184853631120838,1148,37,0.00010327012745019178,0.0026972732245778303,0.6265029659997396,5,,,,
172,0.574143882753117,PRUNED,0.8533008297291937,0.06900388636441034,5,884,0.06936180520644802,0.14379897249491785,1636,62,2.6010279459020463e-06,0.00010601155198798585,0.5736796064496339,4,,,,
173,0.5724927285416089,COMPLETE,0.8954640578695003,0.052294591897099334,8,921,0.000500414727308927,0.28941267629269357,1232,49,0.03887311072526609,0.004251882077659647,0.5077344687235535,5,0.007549852411102731,0.6177918430082253,0.5800425809527117,0.6815873818194869
174,0.5735775444586643,PRUNED,0.9029335006264878,0.04033419252745869,6,958,0.005493968738846269,0.06982620880943866,1335,45,1.6278717170760599e-06,0.0002350503462329945,0.6399550995143704,2,,,,
175,0.5728624945128786,PRUNED,0.6199202864716629,0.053725504947742725,4,968,0.00011565535713309663,0.17129349010323225,873,38,0.003145283631533271,0.0007277065524203979,0.5948153441569496,4,,,,
176,0.5720033071893011,PRUNED,0.5761326243978102,0.06844002292750254,6,850,0.0001474072595905387,0.5791670638617071,732,42,2.1285203778611254e-05,0.001271032027861525,0.6125224100311343,2,,,,
177,0.5723571818982167,COMPLETE,0.9169775652580132,0.052536364481998284,8,904,0.00933178053869471,0.2363532703476756,1068,50,0.31960075051506875,0.003476144043775022,0.5128328624316902,4,0.008556788971855368,0.623697915729349,0.5809139708700721,0.6816858331786056
178,0.5733587303416776,PRUNED,0.9183876928344769,0.06510845643915071,6,987,0.026787418681702545,0.1229464331159345,750,51,0.04497455275761799,0.026576176500083454,0.5567630492331935,5,,,,
179,0.57411527895875,PRUNED,0.7711098040703712,0.06586036810224481,7,902,0.05280530685196837,0.05317525802169892,740,40,2.899543941110666e-05,0.00034241542304270367,0.5128592593626169,4,,,,
180,0.5709146054741939,PRUNED,0.8734571770371417,0.061696984977354576,5,779,0.32452593104015576,0.09728529186887362,634,49,0.0012072342544015395,0.0006174545913124664,0.505436640878197,1,,,,
181,0.5721814070312601,COMPLETE,0.765066765787242,0.06117572449689759,9,930,0.00042453361456354496,0.5409520171579969,826,57,0.00016162730053444487,0.00028617228016521705,0.5456407001604672,3,0.007801309154027037,0.6189892619554223,0.5799827161852871,0.681808311714389
182,0.5725573120648293,PRUNED,0.6760673837407715,0.06993876808951716,7,750,0.006480119356270128,0.08803834951766319,1822,54,1.8519691454188667e-06,0.00038956025628262474,0.5329171255700206,5,,,,
183,0.5725314346354207,PRUNED,0.8113650692095474,0.039977700143158615,9,977,0.004046764931839744,0.6879492657413928,973,59,7.739644790434734e-06,0.0025440197432166183,0.6209855011390811,2,,,,
184,0.5719452324905777,PRUNED,0.8657355744312554,0.022853529009687925,9,837,0.006683032787910849,0.23931280730605606,596,58,0.8099310802822616,0.003023486029161989,0.5249430670389202,3,,,,
185,0.5739451291687172,PRUNED,0.8033182816088774,0.07279447765015655,9,702,0.00038758941252473245,0.6827496142174941,602,56,0.006218117651189653,0.000774036645274522,0.6118452704146122,4,,,,
186,0.5722190132131305,PRUNED,0.8699094244842053,0.027018812172797738,7,912,0.0007908907876187038,0.2956614203836255,1105,49,0.0045477424677556185,0.004148133363108706,0.5111037993187749,4,,,,
187,0.5720001250140285,PRUNED,0.6616342110938653,0.03005464786258635,8,971,0.00023529770135237747,0.8675841220627993,435,57,0.0061761856675772156,0.0001796449797768587,0.579881329947345,4,,,,
188,0.5728144970398915,COMPLETE,0.935954625276012,0.07539184783325134,9,782,0.055236949661145215,0.176714219547015,1648,55,0.035460153571005376,0.09386233155501161,0.5641812977201744,3,0.009202832029878417,0.628031489219162,0.5820173290697699,0.6814652109709144
189,0.5731408982088035,PRUNED,0.8698901080948237,0.06811405524619532,7,862,0.0019793079394850666,0.11349862797337185,886,40,7.646880839505648e-05,0.02363262719124181,0.5148943619077824,3,,,,
190,0.5715506427567867,PRUNED,0.8045757960933472,0.037403088190067144,8,830,0.12072399109750717,0.4065849285545723,1754,48,0.44972155307932654,0.5019026190560464,0.6312500635051953,1,,,,
191,0.5731086197811751,COMPLETE,0.7487247850598044,0.07368800830697547,9,828,0.00014157981991409283,0.6345537154030744,1097,60,0.0009121362094677443,0.0004414800827393107,0.5242560997252973,3,0.007269163204840035,0.6167235990102153,0.5803777829860152,0.681724578510676
192,0.571151194523249,PRUNED,0.9273915066569481,0.053930220479789404,7,894,0.11941227758464819,0.14469566250138172,1962,55,2.000167967817175,0.49144847829112204,0.6333142763952306,4,,,,
193,0.5808433856766624,PRUNED,0.8614042569013457,0.04759440409992817,9,957,0.002145855441914504,0.4765216311115782,553,45,0.009468816533255247,0.052755807877812054,0.5301606581651155,4,,,,
194,0.5808275828242386,PRUNED,0.8975820374491371,0.06202250692280647,8,769,0.0011430619481362489,0.4345486341659815,741,55,1.1963872302062897e-06,0.001350408462928026,0.5058533535542893,5,,,,
195,0.5724340305687171,COMPLETE,0.9102718852389768,0.06535842912776546,9,900,0.24877814946832263,0.10509451400222268,1346,63,0.06524278795937163,0.05308229097430957,0.5186738489306371,3,0.007144833192379019,0.6153030297229912,0.5795788637610961,0.6819778889951851
196,0.5726755701278978,PRUNED,0.8646982712039192,0.06373563453031024,7,608,0.43266151952249826,0.2114486515504891,1327,50,0.10644262408045552,0.010514736438242108,0.580355549998508,2,,,,
197,0.5714931008110922,PRUNED,0.8823882814943345,0.0741926953806346,9,887,0.0003135889722306978,0.02404007975486866,730,54,0.14351097388151834,0.008795133957682309,0.5102532624125595,4,,,,
198,0.580891645103973,PRUNED,0.7340654435613814,0.061430001642905276,9,830,0.00016919666977192906,0.6275712436306217,706,54,0.00033233722184376004,0.0013125650256362537,0.5759808436296746,2,,,,
199,0.5728396226281074,PRUNED,0.9461070827331262,0.06277748707475839,6,643,0.2032327594451539,0.055483258860748536,1278,51,1.9730899222659914e-07,0.019734544880645532,0.510142093194759,4,,,,
200,0.5723821050566162,PRUNED,0.804149983677828,0.047057368048676614,9,970,0.039027003698433545,0.2393153151906311,1708,54,0.006273186763537331,0.34153257562429534,0.5913942958499006,2,,,,
201,0.5692210466302036,COMPLETE,0.8251389226256237,0.043784703985875445,9,665,0.09759906843309575,0.34243322891869676,2120,52,0.5114709812860632,0.05562516871168306,0.5737882930357513,5,0.010580566394212522,0.6327044449954787,0.5798016130244161,0.6813360614898565
202,0.5792144636049399,PRUNED,0.8448391233530926,0.05883971723373802,9,932,0.022360108241316082,0.16821675111931708,1327,48,1.9495018957557684,0.022715048199944285,0.5425501694456677,3,,,,
203,0.5718503962100699,COMPLETE,0.6595091540565444,0.05007673661111978,8,881,0.00016148143305680325,0.7262131117385074,1498,41,0.00016871676886440524,0.029370489574534513,0.5280944901039588,4,0.008224397803577466,0.6211967830315347,0.5800747940136474,0.6817760694294118
204,0.5734843331238574,PRUNED,0.785940832758143,0.05983098711047011,9,879,0.00023260063179311345,0.637903418695722,957,40,2.8861802400202285e-07,0.00022569525906130394,0.5410089504487505,4,,,,
205,0.5685632052460432,PRUNED,0.9290413707716754,0.02326946146925095,6,785,0.0001791252048200186,0.4165276350425359,1415,19,0.6999820585104285,0.0022537678919260637,0.7339428930841572,2,,,,
206,0.5716444316904881,PRUNED,0.9320349592685916,0.06616919526430486,9,665,0.03913235370833695,0.21760359365622794,1115,45,0.011597670707169943,0.5931572883346098,0.6751088553573453,5,,,,
207,0.5724498716607138,COMPLETE,0.8019160310756533,0.05710504693086201,9,865,0.00030161472399815,0.6517065417352025,1526,53,0.10771830855874638,0.0001591522898341867,0.5066469038738891,3,0.007949353704123752,0.6201459938854563,0.5803992253648376,0.6816878233814271
208,0.5805322794566816,PRUNED,0.7220844315927868,0.05166875825762349,9,911,0.0012536218598919475,0.5302306814058398,1023,57,0.0003457472870752019,0.00011946060444414968,0.5280957795942532,4,,,,
209,0.573888966691646,PRUNED,0.8803959125941132,0.03640844877573113,8,962,1.8609765474402122,0.033296416299560996,1203,58,1.2134655492872273,0.010119130970637642,0.5570243917886764,3,,,,
210,0.5715276385951684,PRUNED,0.8381980067150094,0.045656415957942176,9,945,0.0003891615272950507,0.7406364816005326,999,61,0.2652453055768641,0.0003395543289250423,0.5072830059385124,1,,,,
211,0.5711694920310659,PRUNED,0.7221620245946527,0.05469948280205526,9,757,0.0017851491452819206,0.7318473674329029,1883,56,0.8746214416369483,0.00026147372111451047,0.5559299922060112,4,,,,
212,0.5709553770948729,PRUNED,0.948600535468629,0.07021844023100951,8,752,0.00504234377797487,0.0940216248231409,1619,61,1.8254429560180334,0.005216260867762513,0.6197401180322423,3,,,,
213,0.5709315665262729,COMPLETE,0.9133767458680786,0.07095490761589227,8,854,5.652554078253453,0.26553701428591026,1976,55,0.44861058133309367,0.29152655486978524,0.5285413458879964,2,0.00888673222699099,0.6242519598882188,0.5798182987532638,0.6819414701664203
214,0.5727600966585739,PRUNED,0.8603453417351405,0.0587865602915785,9,658,0.8754981480655663,0.39401325120074365,957,63,0.0008206838993342994,1.5553298602702392,0.6078591284866953,3,,,,
215,0.5727277918971021,PRUNED,0.813786257028006,0.0723771772075295,6,818,0.6619359314350843,0.008908871820986403,1187,44,1.0953157854579458e-07,1.2200329189420913,0.5808157449928175,6,,,,
216,0.5728391680316399,PRUNED,0.7032324542541986,0.03985768480837762,9,826,0.0002872236771093324,0.6579339779649855,1658,46,0.01143894064775933,0.0008153015271396242,0.5039046151364228,2,,,,
217,0.5808560183520042,PRUNED,0.7034145560128605,0.07501089815239394,9,962,0.00016735659195151066,0.35132592803179247,820,39,0.02259399394909029,0.00010105612098329157,0.5428876270712146,2,,,,
218,0.5739384797334401,PRUNED,0.9249921526209617,0.07115396406745839,9,798,0.0015040323511463678,0.23111351956282838,1891,52,0.7290152884330141,6.596416845550976,0.5019625887081243,4,,,,
219,0.5805916104872861,PRUNED,0.8806949754993719,0.06252022865509736,8,994,0.17575173894524748,0.12073575723802524,1818,61,0.0014872378959810931,0.04178890784929191,0.5216486585135266,4,,,,
220,0.571487198137291,PRUNED,0.7552487365570838,0.05813829087939102,9,877,0.001382078111731433,0.23496782982510317,1151,52,0.037590608431133564,3.7723063712327036,0.6197850782979349,3,,,,
221,0.5736048238444639,COMPLETE,0.8486874563208707,0.06468933946459915,7,978,0.010713932851325105,0.37007771334677364,1029,44,6.570739836955684e-05,0.0001626555628593007,0.6063059365796419,3,0.007833140977953268,0.6206036697121835,0.5814379648224172,0.6816734368076758
222,0.5709317664908421,PRUNED,0.8588489190496982,0.057339545843146315,8,847,0.0167739964304617,0.34976276783998445,1281,32,3.367075461562076e-05,0.00011929360752957152,0.6278360545959224,2,,,,
223,0.5738992407639492,COMPLETE,0.8987512791885334,0.06247988004292168,9,845,0.0004271511083994344,0.7640304150533193,1421,35,0.0544613046263294,0.0005999806972689912,0.5072233597745381,3,0.007775630909901233,0.6205530262233565,0.5816748716738503,0.681562140249055
224,0.569190589136164,COMPLETE,0.9281462788753168,0.07790763906463039,9,585,0.0013925565078606228,0.9288427635590587,936,37,2.7679851388600163,0.0003544660741053997,0.5045822177599992,2,0.0105733586042295,0.632630740761541,0.5797639477403935,0.6812636068648354
225,0.5731996914426477,PRUNED,0.6071927974433856,0.07565075980341446,9,824,0.0001277312325173138,0.3333229598846108,1850,47,0.5691179638835151,0.0003327996699924887,0.5359624531353556,2,,,,
226,0.5721822053115073,COMPLETE,0.9250604790817142,0.07482214483212259,9,900,0.017342232202528497,0.09721417686043606,1141,55,0.0028452814841628603,0.024967151460479387,0.5632774571064181,2,0.008245038273343509,0.6216524349515684,0.5804272435848509,0.681826875105156
227,0.5741423887344314,PRUNED,0.7873090659518168,0.0681370092272535,9,977,0.0995924457707866,0.01337726878689513,1472,62,0.4352433635363501,0.20297000547263988,0.5457006396752725,2,,,,
228,0.5724082958172863,PRUNED,0.9211512996398896,0.0792783716429962,9,803,0.2811312835422929,0.04218684234010679,1389,62,0.001983258808352521,0.0010685360578220615,0.6664318738973976,3,,,,
229,0.5719935901898083,PRUNED,0.8275951343570156,0.06728111499154905,8,688,0.000438077785176794,0.9257279580030359,1600,32,0.12100479491348519,0.1291867982558048,0.5739738160362224,3,,,,
230,0.5725137750977779,PRUNED,0.941271297052782,0.03763046296413341,6,906,0.026612935558886393,0.42022449013332397,1447,63,8.288941890044581,0.0005839197162473413,0.5720253156661514,6,,,,
231,0.5703158166896569,PRUNED,0.7384914469345681,0.04524831700827839,6,862,0.0009179740543387683,0.3345839548098298,555,51,0.003034673024623359,1.1559208903401597,0.562262566042251,1,,,,
232,0.57413801890513,PRUNED,0.823066904032653,0.07353230028169767,7,621,0.003410704222650343,0.169389822398759,1121,56,7.564467639644337e-08,5.46452133421025,0.5906603647709012,4,,,,
233,0.5712852152443243,PRUNED,0.8360906983433194,0.0249932614434888,8,738,0.00017582029862036146,0.11414921886839237,1410,43,3.312489890174024,0.020380944506849494,0.5654519051791664,5,,,,
234,0.5723706495473213,PRUNED,0.8933282215938694,0.07655070069777026,9,581,0.00011568417445988752,0.7181007037974048,1696,62,4.443869783253822e-05,0.00015841218606469187,0.5505607297490936,2,,,,
235,0.5700632315274015,PRUNED,0.9070014622302364,0.07073507867970237,8,803,0.009306098453924326,0.12195807843188232,895,55,0.0002762989038117131,0.005392730722275479,0.6097454565504266,2,,,,
236,0.5729479734015295,PRUNED,0.908286183613894,0.05642120446649108,8,928,0.0029441041896347856,0.3965703368544353,1611,56,2.158211960195565,0.002335681663255785,0.542187603159054,4,,,,
237,0.5806473150274409,PRUNED,0.9304874743217261,0.07614492224917536,9,866,0.002774584428065197,0.1916123382867574,1686,48,2.15780165099659e-05,0.007167159275840761,0.530404324069668,1,,,,
238,0.5712269416596465,PRUNED,0.8002210875369137,0.05032042171370717,8,955,0.1240079109113271,0.007981585642340354,1043,39,0.00046832355755838594,0.031980542591437004,0.5158431089968148,1,,,,
239,0.5715506427567867,PRUNED,0.8363110816344285,0.04688008051636324,7,999,0.45471437179451313,0.3759329386443224,1398,52,2.502927958212976e-05,0.00022227233786353525,0.6253441236984724,3,,,,
240,0.572955516315041,PRUNED,0.9003626549056875,0.04741173996397146,9,909,0.0004926561764516585,0.336286019173591,761,59,0.02072068936137843,3.8562415022705467,0.5472693062171201,3,,,,
241,0.5811922698402032,PRUNED,0.7354984121716908,0.057438079614685694,9,918,0.0009798092185081043,0.25000594477000415,613,29,0.0012875731379290028,0.007315870145418548,0.5125455692743469,5,,,,
242,0.5700273280216219,COMPLETE,0.9334537601738854,0.07333072431900135,9,633,0.24060961692413718,0.10848261636988042,2847,39,0.0355942869956913,0.03772171064810885,0.5773232097999722,3,0.010429314228341835,0.6326032133916729,0.5804566422499637,0.6812073218967306
243,0.5709196628598948,PRUNED,0.9284152290865334,0.049613052503310225,8,798,0.00039578302532940153,0.5619043960631305,1865,34,0.13019228422611004,0.003889470554860154,0.6064675686385224,2,,,,
244,0.5802087978809274,PRUNED,0.8238295261151232,0.05074887804659541,9,974,1.797577639947202,0.058289093344738856,850,60,0.008259378411842506,0.20434152545783496,0.53146782437587,4,,,,
245,0.5726596140810689,COMPLETE,0.8521196090295854,0.07929605249628072,9,845,0.0019411342980283671,0.8316704824814048,1563,53,2.301676676974349,0.0021556743621038064,0.5679496184626882,3,0.009363330403940818,0.6288395965047138,0.5820229444850097,0.6813874722136015
246,0.5708129179268696,PRUNED,0.8273816936133866,0.048190957330840896,9,857,0.016936827270842995,0.809565520703494,1498,56,2.537031790349556,0.019371683841786325,0.6680217869527788,3,,,,
247,0.5719569237628975,COMPLETE,0.8920162819766829,0.07792292917255553,9,898,0.0010063318557187806,0.8927011596692436,2525,53,1.5066335731513743,0.0014129686797561601,0.5503454627859936,3,0.008385055934810716,0.6222672593717619,0.5803419796977083,0.6816747967581551
